time,size
1620130370.871460,66
1620130371.531231,164
1620130371.535927,164
1620130371.579535,54
1620130376.544507,164
1620130376.551594,164
1620130376.606266,54
1620130377.331203,66
1620130377.416842,66
1620130381.565471,164
1620130381.569198,164
1620130381.611741,54
1620130386.572967,164
1620130386.579649,164
1620130386.635144,54
1620130389.404820,78
1620130389.408724,78
1620130391.590056,164
1620130391.594214,164
1620130391.636937,54
1620130396.349790,98
1620130396.609156,164
1620130396.614872,164
1620130396.670751,54
1620130397.351745,98
1620130398.350707,98
1620130399.351890,98
1620130400.349741,98
1620130401.352229,98
1620130401.623062,164
1620130401.626870,164
1620130401.668802,54
1620130402.350116,98
1620130403.350492,98
1620130404.350223,98
1620130405.351196,98
1620130406.350331,98
1620130406.394504,98
1620130406.425159,98
1620130406.637691,164
1620130406.644984,164
1620130406.700913,54
1620130407.411061,98
1620130407.438204,98
1620130407.447007,74
1620130407.447007,74
1620130407.468681,102
1620130407.474552,90
1620130411.612536,66
1620130411.632214,66
1620130411.650428,164
1620130411.655936,164
1620130411.696891,54
1620130415.989182,66
1620130416.006645,66
1620130416.668658,164
1620130416.693659,164
1620130416.746492,54
1620130420.931919,71
1620130421.697251,164
1620130421.703908,164
1620130421.745904,54
1620130422.422208,66
1620130422.441072,66
1620130426.593955,360
1620130426.610572,149
1620130426.615332,66
1620130426.719640,164
1620130426.725348,164
1620130426.780730,54
1620130431.730944,164
1620130431.739576,164
1620130431.793216,54
1620130436.745897,164
1620130436.750655,164
1620130436.793005,54
1620130441.755186,164
1620130441.761374,164
1620130441.816637,54
1620130446.763129,164
1620130446.766685,164
1620130446.809069,54
1620130449.413210,78
1620130449.413210,78
1620130451.780022,164
